key<>value
1001<>Blunt Blade
1003<>Vanguard Axe
1005<>War Hammer
1010<>Longish Sword
1011<>Sharp Sword
1012<>War Dagger
1013<>Dragon Crossbow
1014<>Icy Wand
1015<>Elegant Sword
1016<>Elemental Wand
1017<>Assassin Claw
1018<>Bone Sword
1019<>Thorny Wand
1020<>Monster Scythe
1021<>Night Phantom Cleaver
1022<>Conjurer Scythe
1023<>Flame Sabre
1024<>Holy Sword
1025<>Ancient Conqueror Cleaver
1026<>Human Hunter Staff
1027<>Prophet Staff
1028<>Bukti Kehancuran
1100<>Courage Axe
1102<>Night Blade
1104<>Alchemist Staff
1106<>Master's Staff
1108<>Holy Crossbow
2001<>Leather Armor
2003<>Iron Armor
2005<>Copper Armor
2010<>Durable Armor
2011<>Guardian's Armor
2012<>Elemental Armor
2013<>Dragon Armor
2014<>Feather Armor
2015<>Elegant Armor
2016<>Witch's Armor
2017<>Dragon's Fangs Armor
2018<>Bone Decorated Armor
2019<>Thorny Armor
2020<>Monster's Armor
2021<>Night Phantom Armor
2022<>Courage Armor
2023<>Flame Armor
2024<>Holy Armor
2025<>Ancient Conqueror Armor
2026<>Human Hunter's Armor
2027<>Armor of Prophecy
2028<>Armor Kehancuran
2100<>Valiant Armor
2102<>Hell Robe
2104<>Glorious Armor
2106<>Divine Armor
2108<>Moonlight Blessing Armor
3001<>Leather Helmet
3003<>Iron Helmet
3005<>Copper Helmet
3010<>Metal Helmet
3011<>Knight Helmet
3012<>Elemental Helmet
3013<>Dragon Helmet
3014<>Feather Helmet
3015<>Elegant Helmet
3016<>Witch's Helmet
3017<>Dragon's Fangs Helmet
3018<>Bone Decorated Helmet
3019<>Thorny Helmet
3020<>Monster Helmet
3021<>Night Phantom Helmet
3022<>Courage Helmet
3023<>Flame Helmet
3024<>Holy Helmet
3025<>Ancient Conqueror Helmet
3026<>Evil Helmet
3027<>Helmet of Prophecy
3028<>Helm Kehancuran
3100<>Valiant Helmet
3102<>Hell's Helmet
3104<>Glorious Helmet
3106<>Divine Helmet
3108<>Sinner Armor
4001<>Silver Ring
4003<>Lucky Necklace
4005<>Copper Ring
4010<>Metal Ring
4011<>Gold Cross Necklace
4012<>Elemental Ring
4013<>Dragon Ring
4014<>Stone Necklace
4015<>Elegant Ring
4016<>Witch's Necklace
4017<>Dragon's Fangs Ring
4018<>Bone Decorated Necklace
4019<>Thorny Necklace
4020<>Monster Ring
4021<>Night Phantom Ring
4022<>Courage Necklace
4023<>Flame Ring
4024<>Holy Ring
4025<>Ancient Conqueror Ring
4026<>Evil Necklace
4027<>Necklace of Prophecy
4028<>Permata Kehancuran
4100<>Valiant Ring
4102<>Hell Ring
4104<>Glorious Necklace
4106<>Divine Ring
4108<>Moonlight Blessing Necklace
