id,group_number,res_type,res_id,res_number,res_data,rate,stock,number_item_can_buy,money_type,money_value
1,2,4,35001,1,,2,1,1,121,15000
,,4,36001,1,,2,1,1,121,15000
,,4,37001,1,,2,1,1,121,15000
,,4,38001,1,,2,1,1,121,15000
,,4,39001,1,,2,1,1,121,15000
,,4,40001,1,,1,1,1,121,15000
,,4,41001,1,,1,1,1,121,15000
,,4,42001,1,,1,1,1,121,15000
,,4,43001,1,,1,1,1,121,15000
,,4,44001,1,,1,1,1,121,15000
,,4,45001,1,,1,1,1,121,15000
,,4,150001,1,,1,1,1,121,15000
,,4,151001,1,,1,1,1,121,15000
,,4,152001,1,,1,1,1,121,15000
,,4,153001,1,,1,1,1,121,15000
,,4,154001,1,,1,1,1,121,15000
,,4,155001,1,,1,1,1,121,15000
2,2,4,14001,1,,1,1,1,121,1500
,,4,15001,1,,1,1,1,121,1500
,,4,16001,1,,1,1,1,121,1500
,,4,17001,1,,1,1,1,121,1500
,,4,18001,1,,1,1,1,121,1500
,,4,19001,1,,1,1,1,121,1500
,,4,20001,1,,1,1,1,121,1500
,,4,21001,1,,1,1,1,121,1500
,,4,22001,1,,1,1,1,121,1500
,,4,148001,1,,1,1,1,121,1500
,,4,149001,1,,1,1,1,121,1500
3,1,6,2,30,,1,1,1,121,300
4,1,6,3,40,,1,1,1,121,750
5,1,6,4,40,,1,1,1,121,1500
6,1,6,5,50,,1,1,1,121,4000
7,1,4,23001,1,,3,1,1,121,2000
,,4,24001,1,,3,1,1,121,2000
8,1,4,25001,1,,3,1,1,121,2000
,,4,26001,1,,3,1,1,121,2000
9,1,4,27001,1,,3,1,1,121,2000
,,4,28001,1,,3,1,1,121,2000
10,1,4,29001,1,,3,1,1,121,2000
,,4,30001,1,,3,1,1,121,2000
11,1,4,31001,1,,1,1,1,121,2500
,,4,32001,1,,1,1,1,121,2500
12,1,4,33001,1,,1,1,1,121,2500
,,4,34001,1,,1,1,1,121,2500
